Sample	NMR_2-Methylbutyrate	NMR_Lactate	NMR_Alanine	NMR_Tyrosine	NMR_Isoleucine	NMR_Leucine	NMR_Valine	NMR_Lysine	NMR_Succinate	NMR_Glycine	NMR_b_arabinose	NMR_b_xylose	NMR_Acetate	NMR_Propionate	NMR_Butyrate	NMR_Glucose	NMR_Isovalerate	NMR_Uracil	NMR_Hypoxanthine	Tryptophan_Metabolites_5-hydroxyindole acetate	Tryptophan_Metabolites_melatonin (pg/mg)	Tryptophan_Metabolites_anthranilate (pg/mg)	Tryptophan_Metabolites_indole-3-propionic acid	Tryptophan_Metabolites_3-methylindole (relative; raw peak area only)	Tryptophan_Metabolites_Tryptophan	Tryptophan_Metabolites_Kynurenate (no IS)	Tryptophan_Metabolites_Kynurenine (no IS)	Tryptophan_Metabolites_Serotonin	Tryptophan_Metabolites_tryptamine	Tryptophan_Metabolites_indole-3-acetic acid (no IS)	Tryptophan_Metabolites_indole	BA_Metabolites_Deoxycholic acid	BA_Metabolites_Cholic acid	BA_Metabolites_Ursodeoxycholic acid	BA_Metabolites_Lithocholic acid	BA_Metabolites_Chenodeoxycholic acid	BA_Metabolites_Deoxycholic acid sulphate	BA_Metabolites_Taurocholic acid	BA_Metabolites_Glycocholic acid	BA_Metabolites_Taurodeoxycholic acid	BA_Metabolites_Glycodeoxycholic acid	BA_Metabolites_Glycochenodeoxycholic acid	BA_Metabolites_Taurochenodeoxycholic acid
16.T.2	20.3969614	16.1660302	53.21977707	10.8913609	21.14385439	54.60854354	19.81338968	18.23588506	29.68201045	15.37017079	3.623408619	3.246625393	322.44096	97.42811291	71.17879308	6.466142405	47.86824209	2.147307245	1.449241905	0.237774616	1.216111063	13.10590252	2.742878167	2395762	20.65809559	0.438783153	0.168947425	1.272818765	0.875820468	20.85357002	131.5147859	13768.60078	35.40337662	349.9038961	4027.193766	19.80493506	20.53584416	NA	NA	NA	NA	6.725974026	2.966493506
4.T.5	18.40004193	15.29804973	54.56752358	8.734754899	24.16207109	54.38913414	19.86858077	19.5075793	25.08526261	16.2306828	3.424746124	2.901101145	240.9067232	70.31425362	61.07997912	2.647375059	46.46931419	1.414572286	2.024085696	44.5518496	0.231832089	28.39276806	1.483899903	4718045	18.38480258	0.235078905	0.059994079	0.326119329	0.342654863	27.94183123	121.1186361	19270.34515	8.510535117	629.9777592	1879.087625	29.95200669	13.19916388	NA	NA	NA	23.64816054	4.778428094	NA
52.T.4	13.34738477	22.36465688	71.12873235	11.59201564	29.27338287	58.99238138	26.77725472	23.09498737	32.41325248	32.07654538	3.783254234	3.401238344	339.5403128	57.39227441	55.46134317	3.140721554	26.14222818	2.489360424	1.531322162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13186.1244	79.79354067	229.3299043	3025.787321	110.5688995	31.95358852	NA	NA	NA	NA	2.627511962	NA
23.T.1	15.18549404	24.31720562	71.33100299	13.0978542	31.58865615	63.48580115	29.23497987	30.99439611	32.74014351	34.36945813	4.601116944	3.746259801	324.1850822	93.02828623	83.92814626	2.130865272	32.19666053	2.9377004	2.066461428	0.407835288	0.779594784	1.135493431	0.799991211	1599888	10.58999505	0.025238923	0.042144283	6.836053848	0.516353008	5.828205701	19.45498789	15411.41519	34.62800789	387.9938856	147.6276134	43.13905325	12.5321499	NA	NA	NA	21.50571992	NA	NA
38.T.0	26.30708306	19.67840436	81.39265744	13.12243833	37.57707088	95.91964454	32.6909199	28.46575928	26.50970643	22.48896239	3.942678636	3.017866477	422.3374168	136.0926541	94.89212959	1.709362606	60.62581299	2.130250936	1.323359757	0.0138	0.471306236	12.49622178	1.983508723	2072893	17.85295557	0.582223731	0.10882471	0.632762952	0.214912604	41.72920844	39.30980727	18019.93922	13.99739777	609.0358736	2567.924721	46.36375465	NA	NA	NA	84.88810409	32.11802974	2.822862454	NA
66.T.6	19.05394127	19.48559526	68.36795477	11.92693169	30.10692721	70.5694357	26.87191868	24.45250359	22.86579178	19.09035278	4.012413905	4.195104128	285.519524	74.60548365	71.42542478	2.538042167	40.47006949	2.880890515	3.738028121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18967.3668	40.29815574	816.679918	879.6319672	54.88360656	16.45942623	NA	NA	NA	28.88647541	10.6317623	NA
14.T.5	16.0769739	25.84480192	92.92054633	10.45697248	36.40823255	99.8020408	31.12114572	19.80648903	61.87899182	23.78276125	3.215021413	3.3714858	506.071403	63.50798555	41.3257268	26.6772483	75.41300595	1.707542139	0.802213374	0.0794	0.256400466	72.22368769	1.839357059	3025259	37.80468797	1.337800256	0.119804481	0.520338311	16.95159	118.9306221	91.1569308	29902.73576	1387.072586	4674.043743	2444.362694	1158.656138	189.4940405	146.4510131	25.26555423	NA	87.18676996	1.672705602	159.4290822
44.T.6	16.67030648	14.70316512	43.4592081	7.266529091	19.3612204	41.48744647	16.87552234	14.38817464	21.60994449	21.38764539	4.470338885	3.658048424	255.9210003	64.42218191	43.39107681	2.053966583	32.78502198	1.800959648	0.903909564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6008.991641	29.925387	117.9356037	2957.300929	18.66904025	31.30804954	NA	NA	13914.73127	NA	NA	NA
50.T.4	19.08913826	18.87798466	72.81382251	11.26238378	31.10564455	75.04303099	26.09516091	26.29428568	29.7231131	21.83550274	3.925581651	3.46911548	680.0651219	119.3861556	125.4991151	2.955907656	40.15763465	1.921506097	1.814533549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17613.62247	132.6830808	613.0616162	3021.349495	105.8542929	22.9760101	NA	432.5232323	1871.467677	122.5522727	27.28686869	NA
8.T.2	13.34185799	110.1276864	36.15591421	5.84998803	12.48782165	28.28366838	10.38609808	12.96734619	18.11689599	24.15032873	4.205010116	5.067129993	123.4724917	41.34465166	36.77045789	2.652799191	24.3265031	1.501744912	1.266452662	0.151281223	0.727453156	7.192289537	0.206244241	75016	12.84117798	0.261093588	0.131066184	0.844429886	0.198485692	32.18108877	38.06505502	14775.97749	42.67813853	330.5305195	1345.099351	46.2517316	5.413852814	NA	NA	NA	NA	NA	NA
5.T.0	27.51035461	21.51733726	61.93833007	7.905193449	21.2319632	63.29240225	19.07228901	21.26131115	21.40965842	14.88847101	3.297213627	3.481585374	602.929151	166.4398804	162.5280671	2.634382839	64.89714587	1.855692497	2.146327628	NA	0.100024792	6.110968349	3.131263139	5838106	18.6341353	0.090818959	0.101810128	0.427906362	0.345526697	36.22619869	189.0930934	18784.16062	80.4754902	311.6068627	1030.645752	23.16013072	11.56748366	NA	NA	NA	NA	NA	NA
11.T.6	19.12581477	21.99756529	81.02533749	13.62606785	34.2838586	83.43652455	28.83006679	33.63905507	22.90475144	31.79575698	4.521746031	3.477778489	602.5120584	134.6516558	92.39504405	3.821464634	41.32359231	2.697172039	2.740189938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17746.85824	437.9385305	768.472043	1241.614875	215.6582437	26.40017921	NA	298.8150538	NA	723.609319	91.41612903	NA
1.T.0	15.10216188	14.97854948	42.60934289	7.089063086	17.77426093	42.25858485	14.71492374	14.7483024	23.03571171	26.34135318	4.292412599	3.733275504	278.7900573	56.09583862	72.2317022	3.198725639	32.62762387	1.414480966	2.035765201	0.0304	0.754041083	12.40725621	3.757637503	4111017	34.47076109	0.572470312	0.240309006	0.585514161	0.443426849	170.558845	59.03612458	18375.72099	160.0736617	682.4021413	1197.231478	174.6466809	8.407280514	NA	67.08436831	NA	60.76381156	17.54197002	NA
32.T.4	14.03798331	18.64890418	55.62597382	8.994761268	20.87137574	53.167221	17.20114872	14.89793507	19.4980193	14.88139296	3.930581972	3.195024022	125.6844787	41.55590642	41.83139645	1.934272484	32.12737117	1.770010766	1.032453372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17837.30857	150.0545817	221.5077689	3349.071315	25.97390438	3.546812749	NA	NA	NA	NA	NA	NA
17.T.3	24.51492326	14.91079651	43.35661607	8.127434745	17.97974961	42.79885226	14.09610792	13.93573474	22.12462873	14.0216584	3.815239887	3.603320572	380.2690148	95.8984307	66.80983124	2.122792829	49.1346919	2.219427848	1.932841136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4578.49906	15.83197492	446.8210031	2685.219749	78.67241379	14.87460815	NA	NA	NA	NA	6.656426332	NA
47.T.1	17.52277274	17.77984128	53.73262134	8.538340681	22.74725131	43.44958522	20.36921995	18.52209802	21.79215323	16.32518942	3.985999427	3.422630722	195.7128284	54.12587187	78.71933125	2.268360034	26.46851554	2.626326432	3.277095573	4.937240673	14.89546155	1.703244777	0.621271018	1522283	8.630533408	0.054775208	0.082052479	46.25000941	1.97058433	7.337007185	21.31069801	8894.964365	51.79281768	356.1767956	1488.438122	57.35220994	10.42430939	NA	41.53977901	NA	NA	17.92348066	NA
36.T.6	14.87890626	18.68389375	49.46150255	9.739901622	20.26656146	45.41925116	17.86153766	18.5799188	34.69730061	15.94242114	3.648986559	3.237894586	379.940624	67.21287726	87.75417221	3.540443858	25.73312075	3.060917612	3.877125585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1728.200304	16.50547112	56.3887538	1055.54772	38.63130699	17.28449848	NA	NA	NA	NA	NA	NA
69.T.0	17.71850526	13.17249587	40.01442534	6.539933906	15.27321079	36.53824054	13.20061222	16.34897584	21.11036585	26.42011906	4.187232048	3.918067344	284.098146	77.11717185	111.0896919	3.979360401	36.11495541	2.053833818	3.074544668	0.0274	0.148585533	7.919304154	1.694777821	5895281	12.7918201	0.499686024	0.106779683	0.128500537	0.561774696	15.84451233	153.4368022	14477.50354	45.96161616	321.7146465	902.2813131	52.94873737	47.86767677	NA	NA	NA	NA	NA	NA
44.T.0	20.86661576	12.81390743	38.93218911	5.47890586	15.13939017	34.57374622	12.84499885	15.619769	21.56846031	20.32911945	4.258983761	3.706328966	416.1070496	103.9241535	59.37657126	2.5760842	43.042098	0.888828038	0.673096464	0.0118	12.78517334	14.22873389	1.301215604	168369	11.06785986	0.277538005	0.053129067	0.600663547	0.120324637	62.86019623	113.2919247	8789.35731	14.49356725	129.9426901	619.0032164	7.784210526	28806.245320000002	NA	NA	NA	NA	NA	NA
70.T.5	12.44542732	23.55262941	97.9608296	14.53313249	39.07155143	80.30404784	32.419404	35.90409068	44.78316036	43.75954242	7.915804599	6.020092468	671.0157239	144.0539719	113.6109455	8.752938439	24.6335387	3.40521537	2.026308632	0.0432	0.271901485	7.391576195	7.96166279	407284	47.2908832	0.364088646	0.20949210099999999	0.913079553	0.55340527	71.37266435	26.38560428	9252.378154	127.9003077	399.016	1865.160615	120.188	377.7430769	NA	43.10246154	NA	53.66246154	4.611384615	NA
40.T.3	15.50786544	19.87556506	63.58845735	10.95251359	24.26940892	58.34694489	22.0091363	31.68820113	21.03532234	23.73502012	4.954713481	6.772356772	735.7012713	240.5515575	111.8151708	7.099909806	34.05704544	1.827584689	1.182660381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18486.23392	336.0248744	622.209799	3734.781658	394.2829146	100.6123116	NA	31.80703518	NA	NA	5.916080402	NA
77.T.2	18.36720865	13.697146	48.01863538	7.779385191	18.25543549	39.71624683	15.75784033	16.34694976	27.05982421	18.15046886	3.864312213	3.012977914	309.9498619	73.04591558	51.77121819	1.853463109	41.94806977	1.627324691	1.758749232	0.0428	0.999386137	9.883779976	0.584691403	6604845	7.319670865	0.49047626	0.217198534	0.814029838	0.123713348	17.14524426	21.60035881	4577.368591	3.024249423	149.4459584	1065.110855	12.91847575	14.59445727	NA	NA	NA	NA	NA	NA
11.T.4	27.29009833	17.31220675	60.79204441	7.943192121	24.48428402	52.26716134	21.55621195	16.92663073	25.37453165	18.1770101	3.870649465	2.794148798	493.5066409	124.0407025	89.05749915	1.615056858	57.27642649	1.104560463	1.032548142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19468.98924	37.63145695	1009.968212	1821.013576	47.18824503	10.2339404	NA	NA	NA	18.61937086	NA	NA
1.T.6	14.13705481	14.61468218	44.13105658	6.090666272	17.53247032	37.3825724	14.46883359	14.49074782	21.34527472	13.11790066	5.127981217	3.588901485	262.5788835	54.10576815	60.61808806	3.263681724	29.04225231	1.798659422	1.866136431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18852.20238	48.98309524	750.9385714	1068.374524	47.68380952	12.40095238	NA	NA	NA	NA	2.429285714	NA
52.T.1	9.950829017	14.90327113	42.05087278	7.293776964	15.85181807	34.50862964	13.37438509	14.98359396	54.98477647	20.49251773	9.612535954	12.1049015	922.6549024	68.64858833	98.23742468	9.68720888	16.96147623	1.712389027	2.151545854	0.0508	0.155194145	13.55947939	3.510556608	1232688	23.92396977	0.25114479	0.034858354	0.150988993	0.548798323	200.1945357	6.114951719	4475.02907	1659.548062	165.201938	513.4879845	180.0383721	1764.239147	NA	167.1193798	NA	96.55116279	20.94457364	NA
50.T.5	19.99438263	18.37543506	60.25971799	10.20919401	26.10233711	56.080814	21.75037489	26.4229888	27.91794322	19.21609213	3.588114264	3.215374954	614.7986486	106.0925727	102.5820238	2.6939388	38.66800046	1.647476963	1.87323827	0.199941551	0.516476503	13.57862788	2.841360305	1327497	11.58840064	1.086799346	0.071866803	0.562835683	0.138032133	19.83239061	121.3331203	12028.5809	126.6829851	277.9346269	2211.519701	73.80298507	15.35223881	NA	117.4265672	NA	36.73820896	18.69343284	NA
50.T.0	20.943702	20.14535531	68.00186851	9.875295523	27.80231585	62.75910968	23.36732632	24.76933034	26.8617214	21.1284617	3.772836682	3.0972593	298.1317311	96.95680364	70.48296536	1.771020347	43.67862665	1.938963212	2.181207117	NA	0.471340127	16.82311476	2.025415285	1497758	23.39431601	1.068779171	0.231753865	0.594807136	0.208192351	29.10611423	242.2236485	14982.02234	15.88807107	404.5040609	1271.445431	39.23553299	10.78172589	NA	NA	NA	NA	NA	NA
20.T.1	14.50174798	24.30769501	70.74687226	12.04580507	30.32963796	62.42540726	27.02920151	19.82207964	22.69533337	28.50353543	5.632285842	4.95260707	236.6920669	60.57458686	54.70102847	3.185076081	26.69967479	3.012688803	3.984327197	0.089	4.126409136	3.499072617	0.511355126	1531420	4.485343295	0.028822577	0.052267584	21.72797185	0.105760232	9.610445923	47.94660788	16430.81746	142.1326761	478.1005634	2866.309577	271.7687324	9.714366197	NA	NA	NA	NA	6.654929577	NA
59.T.2	10.27932814	23.33123214	106.9129694	13.40663891	35.24124701	72.69621738	29.28713378	28.18996819	39.01331535	42.15309598	7.317518977	5.419655597	297.7115448	68.12982613	67.69517818	6.33754565	24.07847476	3.458240434	0.473696888	0.0362	0.0189	12.24805037	3.314470395	17233	82.90440099	0.33528655	0.06347499	0.177204131	3.897023362	38.04217644	28.37950468	18387.40471	137.1385294	236.1255882	1207.943529	133.8197059	19862.00588	NA	NA	NA	56.965	NA	NA
67.T.2	16.31438629	13.99179794	58.3320007	8.643821523	21.89774384	49.09543128	18.8955809	17.70743019	27.57576393	18.11534876	4.030917734	3.638298157	245.0921466	62.33582153	48.48972435	2.454476397	34.54396585	2.447127695	2.996353539	0.261897169	0.240781161	4.263062292	1.595095948	822551	8.462510121	0.756427824	0.104881939	0.315605505	0.108300365	13.86486845	52.2048248	11968.85741	9.988979592	444.6164626	2373.444626	45.45714286	19.99986395	NA	NA	NA	NA	3.117959184	NA
22.T.3	15.63395726	16.72215589	54.81202813	10.71155029	23.17663145	67.58586494	21.01437374	21.32868408	21.12659575	17.74057319	2.91785746	2.979769614	290.9158346	79.23015814	50.061732	8.411259744	33.28570104	1.786409783	0.881627834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18579.44263	82.28714734	159.7755486	7206.831661	47.39435737	19538.85078	NA	31.82476489	NA	NA	6.646081505	NA
45.T.0	18.87804189	16.14738157	54.84833593	7.882544269	20.90482041	46.82880987	17.99490926	18.25247753	24.49075865	13.81515638	3.832171305	2.940556565	432.6695467	82.04533528	61.40709363	2.070410639	39.19291056	1.727472435	1.669677374	0.0592	0.436660051	10.79691987	2.842949822	1646615	20.00279357	0.787478931	0.082313398	0.47082367	0.304666752	35.89160075	23.31313046	6334.891643	7.169740634	304.9959654	1492.212968	24.84207493	93.00518732	NA	NA	NA	NA	NA	NA
37.T.5	25.02855149	17.50462852	51.85395703	8.759658635	21.80977562	48.95293047	18.23226964	19.33810749	26.00519938	17.04800363	4.088853284	3.049064062	333.2421579	141.8757477	164.0547387	4.272286938	55.98356262	1.294202673	0.96137499	0.353718492	0.428865347	6.917117078	3.079533447	5851851	14.80561948	0.71781353	0.191589777	0.424784519	0.217354946	22.31677202	166.7733566	11147.86425	37.6438172	215.5040323	1054.716129	26.69112903	23.78978495	NA	NA	NA	NA	7.739784946	NA
50.T.2	14.12336336	17.69047925	51.4621345	8.649083664	22.38877017	47.09335852	18.97370571	19.53136114	22.76825289	19.15109724	4.2087531480000004	2.988949767	208.6207564	48.40683347	34.59348045	1.964771604	27.20445842	1.604894498	1.463944313	0.0717	0.243682874	9.635245274	1.197173877	760402	11.43843541	0.535220185	0.1541473	1.130927704	0.127269809	10.56668227	74.25589432	6203.904749	14.63212291	99.40223464	2083.77486	10.76564246	16.39413408	NA	NA	NA	NA	3.039385475	NA
37.T.1	20.98549993	13.62392102	45.50896424	8.40894332	18.58481238	44.09214027	16.36829855	21.7031711	24.13778365	14.2907043	4.207815537	3.699380715	560.6558473	135.72769160000001	148.5929963	2.62706634	50.19454177	1.487002368	1.4832372	9.039623237	0.385233537	0.528856172	0.830801863	1537306	36.99417642	0.012101215	0.056865556	4.019102425	1.88521162	4.378711194	7.79438862	12751.91599	63.91761518	281.3707317	459.6211382	35.21436314	1408.540921	NA	NA	NA	NA	5.700542005	NA
19.T.0	15.15461636	12.17907214	36.6813747	6.454763917	15.71361535	41.13175857	11.71130143	16.58379283	24.77977225	11.07232889	3.920951556	2.70143512	178.6771641	81.53417267	51.68409341	7.154137476	47.24559395	0.888801979	0.60658111	0.20575854700000001	0.410901842	6.245746509	1.47662611	193564	2.895807807	0.220747947	0.230275172	0.811231686	9.240363075	19.03283303	150.3450486	20415.99261	39.31840121	452.5457014	1757.173152	40.15882353	11.49517345	NA	NA	NA	NA	8.444193062	4.25158371
19.T.6	12.39418254	13.76058995	37.35205798	5.550859121	13.83924632	31.23309431	14.05808196	15.0855303	24.38197649	16.82804763	6.435530322	6.048687265	402.2579815	76.29924187	95.98089568	5.905957369	24.71738848	1.764353844	2.38572867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11437.97794	76.25558739	217.2484241	448.4472779	32.64326648	26.10974212	NA	31.66418338	1317.629799	NA	21.0782235	NA
44.T.5	19.34451497	15.14182891	48.87013633	7.222224991	18.7527336	40.31531457	15.88631701	15.45334414	21.15649419	23.5773923	4.29994504	3.621374143	421.6704688	78.35228548	51.1085626	3.984119187	42.65772258	1.407254315	0.705931389	0.00414	77.86470447	9.976351598	2.809641485	24602108	17.24690598	0.49458916000000003	0.13626561	0.990675687	0.312776142	23.5511234	129.6451677	13387.67003	99.10979827	501.6391931	1379.163401	29.00576369	10.04927954	NA	NA	NA	31.18876081	3.367723343	NA
9.T.0	21.02434417	12.46756996	49.71296248	6.575716986	12.62896638	38.64527933	12.02619369	38.84126158	21.6996621	9.828589124	4.685243076	2.93597194	320.5792254	141.6134648	116.3285282	6.04217956	55.35194526	1.222465901	1.438918756	0.0327	0.100607482	6.751404764	6.630559508	13041	6.691341995	0.119119769	0.533474482	1.167623219	14.98436092	77.39243628	443.7561175	19017.3148	46.79192825	296.2216741	1664.294619	72.71599402	1.171599402	NA	NA	NA	NA	2.013602392	8.305231689
57.T.2	13.19954025	22.60915273	62.96913202	12.51337967	31.0116623	65.44352835	26.41940884	23.17591446	21.78553044	28.00661113	3.565269673	2.723918273	307.508559	104.132165	57.94405613	6.500500193	35.21410407	2.052335216	1.235661009	0.0959	0.493970753	7.384415271	3.114112199	1441	16.33229402	0.686491605	0.459457252	1.241418951	0.239722024	52.75030766	254.5832608	19316.32477	227.6685801	1502.464048	3266.280211	313.7123867	4862.312689	134.1530211	17.16706949	408.5876133	NA	8.117824773	40.2163142
70.T.3	18.77671318	20.88924249	86.10689203	11.01097447	33.46142455	73.24154653	26.28598756	25.38287459	41.31525079	31.37552043	5.785017228	3.652677457	380.1140772	111.3315151	63.85439683	3.473713092	42.51995777	3.192162085	2.205745069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18441.71871	880.4468817	815.863871	2792.225376	789.3019355	55.3116129	NA	400.9184946	1763.550538	436.2578495	156.6245161	NA
26.T.2	10.65281057	22.61402249	65.08533336	11.70138431	31.04198725	60.97350175	27.73934421	20.92647003	27.14413492	33.08424559	3.753208459	2.903972425	116.319392	27.45566709	34.34462264	2.375332359	18.25018406	2.332489237	1.20583114	0.00376	0.114148178	3.109191684	0.803661869	2046592	30.46606349	0.363727755	0.060299112	0.92414213	0.744351906	8.434783741	29.79954699	10185.5255	14.39851485	173.4329208	2733.606931	33.28044554	24.99950495	NA	NA	NA	31.04306931	10.66782178	NA
29.T.2	14.65164188	17.12264208	52.97656573	10.1775586	23.32687652	56.27695307	17.61553219	28.0533074	25.48225338	16.85432646	4.067942794	3.515589497	346.659982	87.9002417	71.48268694	3.184278141	35.00608547	1.492547031	1.644506322	0.0738	0.26010449	8.539578836	3.522239631	65446	17.27839711	0.303887195	0.558563154	2.868256325	1.53223335	43.25981576	246.7453077	10639.74135	195.8684492	1225.953832	1101.853119	170.6941176	4.72228164	NA	30.08003565	NA	NA	18.09857398	NA
22.T.6	16.33899428	21.57545433	67.10538214	13.04224699	27.11029566	73.28451335	23.39911233	29.20174431	26.94091609	19.83616379	4.0607054	3.059944587	306.2666649	87.3293513	65.97875876	6.834814784	41.63994937	1.7520219400000001	1.27168171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17712.67136	64.71185682	248.3823266	3257.494183	27.84675615	5190.678747	NA	52.26353468	NA	47.2212528	51.82527964	NA
37.T.4	17.03159836	21.72079698	85.371887	15.68630644	32.7913943	86.113983	28.59181783	31.03199748	23.44533245	25.32146643	3.767452976	3.094281567	408.6740325	114.6088695	85.48817483	2.860057372	41.99595264	2.48345318	1.689855036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12344.99514	149.1101852	306.9268519	2033.205556	68.73125	103.9324074	NA	47.46736111	NA	37.75277778	14.92523148	NA
33.T.0	7.094477285	12.27684303	18.42084017	7.232110081	10.62080391	24.02280054	7.978517135	10.73156598	275.7336573	13.88273384	6.440005682	6.12360353	813.3576074	28.88763306	193.4353114	9.986294877	17.60862655	1.296678618	1.1266008	0.0244	0.471606063	13.16708173	16.8691841	11462	1.177290937	0.799319274	0.067706692	0.009698975	NA	48.84259028	6.667246605	4901.17027	7575.884985	1682.792793	154.9732733	2992.134835	41.94144144	NA	135.4336336	NA	76.74384384	327.0768769	96.43873874
4.T.3	8.445540664	15.3975307	45.03542171	7.684425173	19.51391238	39.27946854	17.3688819	19.6272755	28.13738231	17.1091302	5.849886482	6.017457648	655.9733122	86.53578614	99.5919245	6.980382921	26.75153613	2.19839515	2.790607144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17280.77698	5254.310832	2223.381625	924.3102515	1737.003675	37.48974855	NA	31.18162476	NA	153.8814313	76.27156673	NA
12.T.0	8.441079452	20.8511339	62.2358565	11.00853489	34.06235425	64.75214857	23.28018112	25.5353976	28.86679895	27.03156159	3.679443168	4.833223195	758.3208264	114.3338783	108.8784943	13.05580192	30.1628044	1.686801007	1.918004664	0.0202	0.0597	1.952425151	2.880452143	7464	4.530837343	0.038623857	0.336532876	0.141715588	2.010397622	0.648331838	26.73110494	16500.6748	13988.12886	1374.855894	284.5715447	2747.743089	9995.325203	278.5642276	268.5256098	NA	53.19776423	63.04207317	17.86443089
79.T.2	12.63912381	14.95562572	57.93412898	7.642024179	17.42220852	41.62835735	15.10686735	30.81480775	20.96423064	14.58191807	4.823312207	4.037798704	684.5647551	113.1902564	191.1986611	12.27988629	25.23525947	2.304828912	3.971602287	0.0587	0.971657993	19.50227165	7.227755261	329205	13.3672929	0.545085717	0.194482943	0.469134407	0.263999361	91.07267348	199.3039738	16476.80886	855.7531646	444.9098734	368.884557	933.2083544	967.5835443	NA	NA	139.3703797	52.18556962	11.72810127	NA
29.T.4	9.461505044	11.04094232	37.08773356	9.658816984	16.80164838	36.33732535	12.87432347	25.30248886	22.46924329	14.06389511	5.07208541	3.419084905	679.3307946	96.2785141	163.7826441	9.962304741	21.7358784	1.41860668	1.559625458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6472.672191	463.5426966	1187.092416	385.7070225	342.4188202	1527.19691	NA	41.6005618	NA	NA	27.29353933	NA
34.T.6	16.41762574	35.72283972	161.9635616	24.9570752	61.24855604	121.4481794	43.09547527	43.44920071	48.19564116	58.28165492	6.110432307	3.550061992	660.797265	159.1645696	93.75315786	9.101309892	37.32935652	4.019277365	1.055496753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18527.95588	569.1704307	1372.462515	818.2242142	345.9848661	9.150523865	45.2298021	68.69499418	NA	171.6369034	52.25913853	20.89208382
1.T.5	17.23832391	19.81693976	79.86402321	11.57432331	28.71480878	67.45702067	24.08865478	22.37156911	23.28823217	22.00932444	4.621210265	3.097826868	311.1993383	58.82699107	59.00201832	2.574248904	37.72251453	2.353979172	2.407374243	0.12238414	0.159766751	17.89815157	1.44183227	3610451	21.94255208	0.767799022	0.119040426	0.717351688	0.274407034	101.1669389	24.27088874	14786.56667	64.7018648	594.8475524	2631.737063	53.69090909	NA	NA	34.56433566	883.6137529	59.04219114	41.68275058	NA
46.T.2	11.58700947	16.10283371	57.55796544	15.55648554	27.69439579	76.02881183	23.17194382	29.86003884	21.00633179	16.49852881	4.425703439	2.901270918	399.2005706	120.7556666	90.30316929	7.498542519	30.63401905	1.815369222	1.296266963	0.00311	1.293858418	5.775491789	4.350955363	79924	23.44005814	0.424921688	0.281810474	0.355781281	1.725052571	17.85249782	119.4995842	16549.00959	10652.06545	3740.524628	1839.130248	3253.756529	3039.065124	661.0500826	22.00495868	NA	24.40727273	33.30826446	175.2216529
69.T.6	14.31786792	19.50089205	68.627041	12.90924171	30.12895534	69.169746	25.80493627	22.53324394	21.90294699	26.61728839	4.575647317	3.723841529	198.6332803	50.40979309	56.61194914	3.751505525	29.53883691	3.421124616	4.142951817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4334.00438	101.6158151	97.6622871	945.1756691	39.45255474	20.4377129	NA	NA	868.3591241	NA	3.427493917	NA
34.T.Flare	5.20738862	38.1895058	93.97762369	15.32952561	36.17536892	67.39690007	24.74840892	25.96783764	13.06416052	72.48176172	22.71017566	19.29583281	587.5216076	73.18348637	49.36945704	12.02171325	14.70229546	4.029434705	3.531001416	0.167311139	0.0385	7.876202714	1.218856532	145277	63.26430546	0.127877301	0.078399761	0.026503655	3.778568635	42.90656977	4.202147881	14767.13633	12292.28109	1158.81161	1275.61573	3879.29176	45.93782772	593.2988764	933.5558052	NA	746.3848315	346.6473783	434.2089888
57.T.3	13.17992179	20.77419659	73.12554587	13.462731	33.08611425	73.28894855	28.98274555	27.87119851	29.7558847	28.23268098	4.574693626	4.613575455	185.2445704	55.68079901	50.42691159	6.975725029	26.86443741	2.926294703	1.598407114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16316.11417	83.14448105	656.7950577	1629.966227	93.45337727	187.0181219	NA	NA	514.5258649	47.51795717	19.04332784	22.45107084
